ID,Year,Semester,CourseId,Section,facultyId,Title
"2","2014","3","A4001","1","405","A4001_001_2014_3_Core I Brief I FA 2014.pdf"
"3","2015","3","A4001","1","376","A4001_001_2015_3 Core I_Navigator_General+Under.pdf"
"8","2015","3","A4003","1","376","A4003_001_2015_3_FallHousingSyllabusSchedule_Final.pdf"
"5","2015","1","A4002","1","590","A4002_2015_1_Syllabus_COREII 20141219_page1_rev1.pdf"
"9","2012","3","A4023","1","380","A4023_001_2012_3_ADR I_UhlFano.pdf"
"10","2013","3","A4023","1","380","A4023_001_2013_3_ Architectural Drawing Representation - Uhl.pdf"
"11","2014","3","A4023","1","380","A4023_001_2014_3_ADR I_Uhl Nagy Goberna.pdf"
"13","2015","3","A4023","1","380","A4023_001_2015_3_ADR_fall15_syllabus_complete_DRAFT.pdf"
"18","2012","3","A4032","1","444","A4032_001_2012_3 CCCP Arch Colloquim_Scott.pdf"
"16","2012","3","A4028","1","503","A4028_001_2012_3 Building New York_Dolkart.pdf"
"17","2014","3","A4028","1","503","A4028_001_2014_3_Dolkart BUILDING NEW YORK.pdf"
"19","2013","3","A4032","1","418","A4032_001_2013_3_Arch Colloquium I Documents and Discourse - Wasiuta.pdf"
"20","2014","3","A4032","1","418","A4032_001_2014_3_CCCP Colloquium_Wasiuta.pdf"
"24","2013","3","A4101","4","593","A4101_004_2013_3_Core I Studio.pdf"
"27","2013","3","A4101","7","595","A4101_007_2013_3_Core I Studio.pdf"
"26","2013","3","A4101","6","413","A4101_006_2013_3_Core I Studio.pdf"
"22","2013","3","A4101","2","376","A4101_002_2013_3_Core I Studio.pdf"
"28","2013","3","A4101","8","380","A4101_008_2013_3_Core I Studio.pdf"
"23","2013","3","A4101","3","592","A4101_003_2013_3_Core I Studio.pdf"
"25","2013","3","A4101","5","594","A4101_005_2013_3_Core I Studio.pdf"
"35","2014","3","A4101","7","593","A4101_007_2014_3_Core I Brief I FA 2014.pdf"
"29","2014","3","A4101","1","413","A4101_001_2014_3_Core I Brief I FA 2014.pdf"
"34","2014","3","A4101","6","597","A4101_006_2014_3_Core I Brief I FA 2014.pdf"
"32","2014","3","A4101","4","380","A4101_004_2014_3_Core I Brief I FA 2014.pdf"
"31","2014","3","A4101","3","592","A4101_003_2014_3_Core I Brief I FA 2014.pdf"
"33","2014","3","A4101","5","594","A4101_005_2014_3_Core I Brief I FA 2014.pdf"
"36","2014","3","A4101","8","596","A4101_008_2014_3_Core I Brief I FA 2014.pdf"
"43","2015","3","A4101","7","383","A4101_007_2015_3_Core I X Statement_Brief I_Under.pdf"
"38","2015","3","A4101","2","376","A4101_002_2015_3_Core I X Statement_Brief I_Under.pdf"
"40","2015","3","A4101","4","380","A4101_004_2015_3_Core I X Statement_Brief I_Under.pdf"
"42","2015","3","A4101","6","382","A4101_006_2015_3_Core I X Statement_Brief I_Under.pdf"
"44","2015","3","A4101","8","384","A4101_008_2015_3_Core I X Statement_Brief I_Under.pdf"
"37","2015","3","A4101","1","377","A4101_001_2015_3_Core I X Statement_Brief I_Under.pdf"
"39","2015","3","A4101","3","379","A4101_003_2015_3_Core I X Statement_Brief I_Under.pdf"
"52","2014","1","A4102","5","435","A4102_005_2014_1_Segal.pdf"
"45","2013","1","A4102","2","413","A4102_002_2013_1_Rakatansky.pdf"
"49","2014","1","A4102","2","413","A4102_002_2014_1_Rakatansky.pdf"
"59","2015","1","A4102","4","413","A4102_004_2015_1_Mark Rakatansky_Studio Statement_Core II_Spring 2015.pdf"
"46","2013","1","A4102","7","376","A4102_007_2013_1_Kumpusch.pdf"
"54","2014","1","A4102","7","376","A4102_007_2014_1_Kumpusch.pdf"
"53","2014","1","A4102","6","599","A4102_006_2014_1_Klein.pdf"
"65","2013","3","A4103","1","388","A4103_001_2013_3_Core Housing Studio III - Sample.pdf"
"62","2015","1","A4102","7","389","A4102_007_2015_1_MarinoStudio Statement Spring 2015.pdf"
"63","2015","1","A4102","8","602","A4102_008_2015_1_core_ii_statement_barbour.pdf"
"64","2012","3","A4103","3","390","A4103_003_2012_3 LOT EK_TollaLignanodeMonchaux.pdf"
"60","2015","1","A4102","5","383","A4102_005_2015_1_Goetz Studio Brief_ CORELESS 20150105.pdf"
"61","2015","1","A4102","6","376","A4102_006_2015_1 Core 2 SP2015 CHR a KUMPUSCH.pdf"
"66","2013","3","A4103","2","389","A4103_002_2013_3_Core Housing Studio III - Marino.pdf"
"68","2013","3","A4103","4","435","A4103_004_2013_3_Core Housing Studio III - Segal.pdf"
"67","2013","3","A4103","3","390","A4103_003_2013_3_Core Housing Studio III - Lignano Monchaux Tolla.pdf"
"69","2013","3","A4103","5","392","A4103_005_2013_3_Core Housing Studio III - Eldred.pdf"
"72","2013","3","A4103","8","673","A4103_008_2013_3_Core Housing Studio III - Gauthier.pdf"
"70","2013","3","A4103","6","393","A4103_006_2013_3_Core Housing Studio III - Gooden.pdf"
"47","2013","1","A4102","8","383","A4102_008_2013_1_Rothstein.pdf"
"133","2013","3","A4105","14","000","A4105_014_2013_3 Memory, Memorial, Memorialization - Breslin Kudo.pdf"
"138","2013","3","A4105","19","000","A4105_019_2013_3 The Urban Estuary - Ascher Orff.pdf"
"145","2014","3","A4105","7","000","A4105_007_2014_3_Jamaleddine-ElKadi.pdf"
"98","2014","1","A4104","7","591","A4104_007_2014_1_Kurgan.pdf"
"108","2012","3","A4105","1","397","A4105_001_2012_3 ADV Studio V_HawkinsonUhl.pdf"
"96","2014","1","A4104","5","594","A4104_005_2014_1_Kim.pdf"
"107","2015","1","A4104","8","594","A4104_008_2015_1_Kim_Knowns Unknowns Studio_Spr2015.pdf"
"76","2014","3","A4103","4","604","A4103_004_2014_3_Schindler.pdf"
"77","2014","3","A4103","5","392","A4103_005_2014_3_Eldred.pdf"
"80","2014","3","A4103","8","603","A4103_008_2014_3_Gauthier_Studio_Statement.pdf"
"78","2014","3","A4103","6","393","A4103_006_2014_3_Gooden.pdf"
"85","2015","3","A4103","5","392","A4103_005_2015_3_eldred.pdf"
"88","2015","3","A4103","8","395","A4103_008_2015_3_Park.pdf"
"86","2015","3","A4103","6","393","A4103_006_2015_3_Gooden Smuts.pdf"
"89","2013","1","A4104","1","605","A4104_001_2013_1_Fornabai.pdf"
"90","2013","1","A4104","2","607","A4104_002_2013_1_Varnelis.pdf"
"93","2014","1","A4104","2","607","A4104_002_2014_1_Varnelis.pdf"
"92","2014","1","A4104","1","605","A4104_001_2014_1_Fornabai.pdf"
"101","2015","1","A4104","2","611","A4104_002_2015_1_Thomann Float Flutter Flow.pdf"
"91","2013","1","A4104","3","608","A4104_003_2013_1_ManaughTwilley.pdf"
"97","2014","1","A4104","6","609","A4104_006_2014_1_Marble.pdf"
"110","2012","3","A4105","4","609","A4105_004_2012_3 CBIP-2 Benjamin.pdf"
"71","2013","3","A4103","7","391","A4103_007_2013_3_Core Housing Studio III - Bunge.pdf"
"1494","2015","1","A4050","1","422","GSAPP Internship Course Description.pdf"
"103","2015","1","A4104","4","384","A4104_004_2015_1_REVISED 150116_S15 Nahyun Hwang Studio Brief.pdf"
"116","2012","3","A4105","13","383","A4105_013_2012_3 ADV Studio V_Rothstein.pdf"
"132","2013","3","A4105","13","383","A4105_013_2013_3 Transience - Rothstein.pdf"
"136","2013","3","A4105","17","431","A4105_017_2013_3 Recommissioning Saarinen - Konyk Otero-Pailos.pdf"
"102","2015","1","A4104","3","410","A4104_003_2015_1 Inaba-Clouette Advanced Studio-IV.pdf"
"100","2015","1","A4104","1","609","A4104_001_2015_1_Advanced-Studio-4-Benjamin-S15.pdf"
"111","2012","3","A4105","5","401","A4105_005_2012_3 ADV Studio V_Dochanstschi.pdf"
"99","2014","1","A4104","8","610","A4104_008_2014_1_Morris.pdf"
"104","2015","1","A4104","5","383","A4104_005_2015_1_Rothstein_Adv IV_SP15_REVISED 150118.pdf"
"120","2013","3","A4105","1","397","A4105_001_2013_3 The New UniversityHawkinson.pdf"
"140","2014","3","A4105","1","397","A4105_001_2014_3_Hawkinson Dennis.pdf"
"115","2012","3","A4105","11","407","A4105_011_2012_3 ADV Studio V_Tsurumaki.pdf"
"130","2013","3","A4105","11","407","A4105_011_2013_3 Spatial Perception - Tsurumaki.pdf"
"123","2013","3","A4105","4","609","A4105_004_2013_3 Regenerative Architecture - Benjamin Brivanlou Blankenship Nagy.pdf"
"143","2014","3","A4105","4","609","A4105_004_2014_3_Benjamin Advanced V Studio.pdf"
"118","2012","3","A4105","16","496","A4105_016_2012_3 ADV Studio V_Wilson.pdf"
"135","2013","3","A4105","16","496","A4105_016_2013_3 Urban Futures Future Architectures Africa 5.0 - Wilson.pdf"
"109","2012","3","A4105","2","389","A4105_002_2012_3 ADV Studio V_Tschumi.pdf"
"121","2013","3","A4105","2","389","A4105_002_2013_3 Armory Generator Notion - Tschumi.pdf"
"141","2014","3","A4105","2","389","A4105_002_2014_3_Tschumi_Studio.pdf"
"124","2013","3","A4105","5","401","A4105_005_2013_3 Baku, Azerbijan Studio - Dochantschi.pdf"
"144","2014","3","A4105","5","401","A4105_005_2014_3_Dochantschi_Misakyan_Syllabus.pdf"
"122","2013","3","A4105","3","399","A4105_003_2013_3 Sweet Home Urbanism - Jaque.pdf"
"142","2014","3","A4105","3","399","A4105_003_2014_3_Jaque.pdf"
"112","2012","3","A4105","6","402","A4105_006_2012_3 ADV Studio V_Couture.pdf"
"125","2013","3","A4105","6","402","A4105_006_2013_3 The Architecture of Liquid Cities - Couture Lowry Eleazor.pdf"
"139","2014","2","A4105","6","402","A4105_006_2014_2_Couture.pdf"
"119","2012","3","A4105","18","613","A4105_018_2012_3 ADV Studio V_Roche.pdf"
"137","2013","3","A4105","18","613","A4105_018_2013_3 (n)certainties The battle of impermanency - Roche.pdf"
"131","2013","3","A4105","12","437","A4105_012_2013_3 Pandora - Safran.pdf"
"127","2013","3","A4105","8","380","A4105_008_2013_3 Architecture Agonism The Urban Imaginary Project- Goberna.pdf"
"117","2012","3","A4105","15","614","A4105_015_2012_3 ADV Studio V_Levrat.pdf"
"134","2013","3","A4105","15","614","A4105_015_2013_3 Event City - Levrat.pdf"
"113","2012","3","A4105","7","457","A4105_007_2012_3 ADV Studio V_Andraos.pdf"
"126","2013","3","A4105","7","457","A4105_007_2013_3 Architecture and Representation The Lens of Diplomacy - Andraos.pdf"
"114","2012","3","A4105","10","406","A4105_010_2012_3 ADV Studio V_Plunz.pdf"
"129","2013","3","A4105","10","406","A4105_010_2013_3 New Edge City - Plunz.pdf"
"128","2013","3","A4105","9","405","A4105_009_2013_3 Plastic Architecture - Bell.pdf"
"94","2014","1","A4104","3","612","A4104_003_2014_1_Hasegawa_Collins.pdf"
"106","2015","1","A4104","7","379","A4104_007_2015_1_150121 Frampton syllabus rev5.pdf"
"105","2015","1","A4104","6","667","A4104_006_2015_1 Watson Syllabus_Studio.pdf"
"156","2014","3","A4105","19","000","A4105_019_2014_3_Yokohama Redux_Umemoto_FA_2014 Columbia.pdf"
"160","2015","3","A4105","4","000","A4105_004_2015_3_Estates of Excemption_Frida Escobedo_Syllabus.pdf"
"163","2015","3","A4105","7","000","A4105_007_2015_3_At The Exhibition_Jamaleddine_el Kadi.pdf"
"164","2015","3","A4105","8","000","A4105_008_2015_3_Les Tubes Studio Outline.pdf"
"1495","2015","1","Pla4050","1","781","GSAPP Internship Course Description.pdf"
"169","2015","3","A4105","13","000","A4105_013_2015_3_Gang Studio Syllabus.pdf"
"170","2015","3","A4105","14","000","A4105_014_2015_3_150901_GSAPP_SYLLABUSDRAFT.pdf"
"171","2015","3","A4105","15","000","A4105_015_2015_3_TPP_GSAPP Fall 2015 Syllabus.pdf"
"172","2015","3","A4105","17","000","A4105_017_2015_3_150908LEONGLEONG BRIEF.pdf"
"155","2014","3","A4105","17","431","A4105_017_2014_3_JULY22OSLO Konyk Otero-Pailos overview FALL 2014.pdf"
"179","2013","1","A4106","18","394","A4106_018_2013_1_Solomonoff.pdf"
"157","2015","3","A4105","1","397","A4105_001_2015_3_Studio Syllabus Hawkinson.pdf"
"180","2013","1","A4106","19","397","A4106_019_2013_1_HawkinsonUhl.pdf"
"149","2014","3","A4105","11","407","A4105_011_2014_3_Tsurumaki.pdf"
"167","2015","3","A4105","11","407","A4105_011_2015_3_GSAPPfall15Tsurumaki.pdf"
"194","2014","1","A4106","14","609","A4106_014_2014_1_Benjamin.pdf"
"154","2014","3","A4105","16","496","A4105_016_2014_3_Wilson.pdf"
"161","2015","3","A4105","5","401","A4105_005_2015_3_Dochantschi_Syllabus.pdf"
"159","2015","3","A4105","3","399","A4105_003_2015_3_Pipes in Revolt_ADS_Andres Jaque.pdf"
"162","2015","3","A4105","6","402","A4105_006_2015_3_Couture rev.pdf"
"186","2014","1","A4106","6","402","A4106_006_2014_1_Couture.pdf"
"209","2015","1","A4106","10","402","A4106_010_2015_1_SP2015 Couture Adv. Studio VI.pdf"
"150","2014","3","A4105","12","437","A4105_012_2014_3_Safran.pdf"
"146","2014","3","A4105","8","380","A4105_008_2014_3_Goberna.pdf"
"153","2014","3","A4105","15","614","A4105_015_2014_3_Levrat_Knowledge CityFall Semester 2014.pdf"
"195","2014","1","A4106","15","614","A4106_015_2014_1_LevratAnzalone.pdf"
"148","2014","3","A4105","10","406","A4105_010_2014_3_Plunz.pdf"
"166","2015","3","A4105","10","406","A4105_010_2015_3_Plunz Bronx_Detroit Studio.pdf"
"147","2014","3","A4105","9","405","A4105_009_2014_3_Bell Advanced V Studio.pdf"
"165","2015","3","A4105","9","405","A4105_009_2015_3_Bell_ColumbiaAbstractEngineeringSynopsisDistribute.pdf"
"152","2014","3","A4105","14","410","A4105_014_2014_3_Inaba Tokyo Design Studio.pdf"
"176","2013","1","A4106","7","410","A4106_007_2013_1 Inaba.pdf"
"187","2014","1","A4106","7","410","A4106_007_2014_1_Inaba.pdf"
"174","2013","1","A4106","4","393","A4106_004_2013_1_Gooden.pdf"
"211","2015","1","A4106","12","390","A4106_012_2015_1_LOT-EK Tolla Lignano.pdf"
"184","2014","1","A4106","4","393","A4106_004_2014_1_Gooden.pdf"
"203","2015","1","A4106","4","393","A4106_004_2015_1 Gooden IMAGECITIES-SYLLABUS 012115(1).pdf"
"173","2013","1","A4106","1","388","A4106_001_2013_1_Sample.pdf"
"181","2014","1","A4106","1","388","A4106_001_2014_1_Sample.pdf"
"200","2015","1","A4106","1","388","A4106_001_2015_1_Sample_Rio de Janeiro.pdf"
"158","2015","3","A4105","2","389","A4105_002_2015_3_TSCHUMI.pdf"
"178","2013","1","A4106","17","396","A4106_017_2013_1_Walker.pdf"
"197","2014","1","A4106","17","396","A4106_017_2014_1_Walker.pdf"
"216","2015","1","A4106","17","396","A4106_017_2015_1 Enrique Walker Advanced Studio-VI.pdf"
"182","2014","1","A4106","2","615","A4106_002_2014_1_Holl.pdf"
"177","2013","1","A4106","12","390","A4106_012_2013_1_LOT EK_TollaLignanodeMonchaux.pdf"
"201","2015","1","A4106","2","615","A4106_002_2015_1 GSAPP Spring 15 Holl Tsachrelia studio outline.pdf"
"183","2014","1","A4106","3","418","A4106_003_2014_1_Wasiuta.pdf"
"202","2015","1","A4106","3","418","A4106_003_2015_1_Wasiuta Studio Syllabus S_15.pdf"
"188","2014","1","A4106","8","596","A4106_008_2014_1_Johnson+Zhu.pdf"
"207","2015","1","A4106","8","596","A4106_008_2015_1_MB_ADV_VI_Johnson_syllabus_spring15.pdf"
"192","2014","1","A4106","12","390","A4106_012_2014_1_Lotek.pdf"
"190","2014","1","A4106","10","616","A4106_010_2014_1_Smiley.pdf"
"189","2014","1","A4106","9","617","A4106_009_2014_1_Kaseman.pdf"
"191","2014","1","A4106","11","618","A4106_011_2014_1_Fahmy.pdf"
"193","2014","1","A4106","13","619","A4106_013_2014_1_Herreros.pdf"
"185","2014","1","A4106","5","620","A4106_005_2014_1_GillJacobs.pdf"
"204","2015","1","A4106","5","620","A4106_005_2015_1_Brief Adv VI Gill Jacobs_Spr 15 Color III.pdf"
"208","2015","1","A4106","9","621","A4106_009_2015_1_Sarah Dunn_GSAPP Advanced Studio VI.pdf"
"213","2015","1","A4106","14","591","A4106_014_2015_1_Conflict_Urbanism_Kurgan_Final.pdf"
"212","2015","1","A4106","13","619","A4106_013_2015_1_Hererros HYBRID RESIDENTIAL INFRASTRUCTURES IN MANHATTAN-2.pdf"
"214","2015","1","A4106","15","622","A4106_015_2015_1_Aranda_DesertPower.pdf"
"219","2012","3","A4111","1","623","A4111_2012_3 Arch Tech I_Anzalone.pdf"
"175","2013","1","A4106","6","612","A4106_006_2013_1 ADV Studio VI_Hasegawa Collins_SyllabusSM.pdf"
"199","2014","1","A4106","19","668","A4106_019_2014_1_Konyk.pdf"
"205","2015","1","A4106","6","669","A4106_006_2015_1_Spring Jing Liu.pdf"
"215","2015","1","A4106","16","670","A4106_016_2015_1_Oyler Wu Studio Brief.pdf"
"218","2015","1","A4106","19","671","A4106_019_2015_1_NousjokiTeraesvirta_ALA_Studio brief.pdf"
"206","2015","1","A4106","7","397","A4106_007_2015_1_Studio Syllabus_NYC Barcelona_Spring 2015.pdf"
"210","2015","1","A4106","11","391","A4106_011_2015_1_SYLLABUS-BUNGE_GSAPP_SP15_20150120.pdf"
"227","2013","3","A4118","1","000","A4118_2013_3 Exalted Structures.pdf"
"233","2015","1","A4141","1","000","A4141_2015_1 Beyond Prototype.pdf"
"236","2013","3","A4226","1","000","A4226_2013_3 A Strategic Planning Tool - Kahn.pdf"
"238","2013","1","A4326","1","000","A4326_2013_1_ARCH VISUALIZATION SINCE 1900_Martin.pdf"
"239","2014","1","A4326","1","000","A4326_2014_1_Martin.pdf"
"242","2013","1","A4332","1","000","A4332_2013_1_Europeanism and Cartography 16th to 18th_Sanger.pdf"
"243","2014","1","A4332","1","000","A4332_2014_1_Sanger.pdf"
"244","2015","1","A4332","1","000","A4332_2015_1 European urbanism Sanger.pdf"
"245","2014","1","A4337","1","000","A4337_2014_1_Politics of Space McLeod.pdf"
"246","2015","1","A4337","1","000","A4337_2015_1 McLeod PoliticsofSpace.pdf"
"247","2013","3","A4340","1","000","A4340_2013_3 Sustainable Zoning + Land Use - Martin.pdf"
"253","2013","1","A4344","1","000","A4344_001_2013_1_Traditional Japanese Arch_Kudo.pdf"
"254","2014","1","A4344","1","000","A4344_2014_1_Kudo Traditional Japanese.pdf"
"255","2015","1","A4344","1","000","A4344_2015_1 KudoTraditional Japanese Architecture.pdf"
"256","2012","3","A4348","1","000","A4348_001_2012_3 Amer Arch I_McLeod.pdf"
"257","2014","3","A4348","1","000","A4348_001_2014_3_McLeod_AH1.pdf"
"264","2014","1","A4374","1","000","A4374_2014_1_McLeod Contemp Theory.pdf"
"268","2014","2","A4402","1","000","A4402_2014_2_Metropolis.pdf"
"270","2014","1","A4429","1","000","A4429_2014_1_Framptom Tectonic.pdf"
"271","2014","1","A4460","1","000","A4460_2014_1_Breslin Japanese Urbanism.pdf"
"276","2014","2","A4488","1","000","A4488_2014_2_Arguments.pdf"
"277","2015","1","A4497","1","000","A4497_2015_1 Martin The Organizational Complex 1945.pdf"
"278","2013","3","A4501","1","000","A4501_2013_3 Local Economic Development Planning - Sutton.pdf"
"286","2012","3","A4524","1","000","A4524_001_2012_3 Topo Study_Sanchez.pdf"
"287","2013","1","A4524","1","000","A4524_001_2013_1 Simulation Org Tangible_Sanchez.pdf"
"288","2013","3","A4524","1","000","A4524_2013_3 The Topological Study of Form - Sanchez.pdf"
"289","2014","1","A4524","1","000","A4524_2014_1_Sanchez_Topologic.pdf"
"290","2014","3","A4524","1","000","A4524_001_2014_3_Topological Study of Form Session A_Sanchez.pdf"
"291","2015","1","A4524","1","000","A4524_001_2015_1_Topological Study of Form_Sanchez.pdf"
"292","2013","3","A4525","1","000","A4525_2013_3 Simulation Origin Tangible Form - Sanchez.pdf"
"261","2012","3","A4356","1","596","A4356_001_2012_3 Contemp Chinese City_Johnson.pdf"
"220","2014","3","A4111","1","428","A4111_2014_3_ArchTech I_Schwitter.pdf"
"221","2014","1","A4112","1","447","A4112_2014_1_Kienzl.pdf"
"222","2015","1","A4112","1","447","A4112_001_2015_1 Tech II Kienzl.pdf"
"223","2012","3","A4113","1","624","A4113_2012_3 Arch Tech III_Exalted Structure_Laufs.pdf"
"224","2014","1","A4115","1","446","A4115_2014_1_Wallance_Hibbs.pdf"
"225","2015","1","A4115","1","446","A4115_001_2015_1 Tech V Hibbs Wallance.pdf"
"226","2012","3","A4118","1","426","A4118_2012_3 Kostura.pdf"
"228","2012","3","A4124","1","625","A4124_001_2012_3 Structures Sys Materials_Gembinski.pdf"
"229","2014","1","A4124","1","625","A4124_2014_1_StructuresSystems___Materials.pdf"
"230","2014","3","A4124","1","625","A4124_2014_3_Structures-Systems-and-Materials.pdf"
"231","2013","1","A4141","1","626","A4141_001_2013_1 Ivaliotis.pdf"
"232","2014","1","A4141","1","626","A4141_2014_1_Ivaliotis.pdf"
"234","2013","3","A4151","1","526","A4151_2013_3 Economics for Planners - Adler.pdf"
"267","2013","3","A4387","1","526","A4387_2013_3 Privatization, Privateï€¢Public Partnership and Efficiency - Adler.pdf"
"248","2012","3","A4341","1","503","A4341_2012_3 Amer Arch I_Dolkart.pdf"
"250","2013","3","A4341","1","503","A4341_2013_3 American Architecture I - Dolkart.pdf"
"350","2012","3","A4676","1","483","A4676_001_2012_3 Arch Photography_Attali.pdf"
"274","2012","3","A4469","1","432","A4469_001_2012_3 Hist of Arch Theory_Wigley.pdf"
"275","2013","3","A4469","1","432","A4469_001_2013_3 The History of Architectural Theory - Wigley.pdf"
"240","2014","1","A4330","1","629","A4330_2014_1_Sherer.pdf"
"241","2015","1","A4330","1","629","A4330_2015_1 Sherer urban hist.pdf"
"258","2013","1","A4349","1","630","A4349_001_2013_1 History of Architecture II Twentieth Century_Frampton.pdf"
"259","2014","1","A4349","1","630","A4349_2014_1_Frampton AH2.pdf"
"260","2015","1","A4349","1","630","A4349_2015_1 AH2 Frampton.pdf"
"266","2014","1","A4381","1","631","A4381_2014_1_Hosagrahar Sustainable.pdf"
"283","2013","1","A4517","1","631","A4517_001_2013_1 Exotic Moderns City Space Other_Hosagrahar.pdf"
"284","2014","1","A4517","1","631","A4517_2014_1_Hosagrahar Exotic Moderns.pdf"
"269","2014","2","A4404","1","635","A4404_2014_2_GC Seminar Shane.pdf"
"249","2013","1","A4341","1","431","A4341_001_2013_1_American Arch II_OteroPailos.pdf"
"251","2014","1","A4341","1","431","A4341_2014_1_Otero-Pailos.pdf"
"252","2015","1","A4341","1","431","A4341_2015_1 Otero-Pailos American Arch.pdf"
"237","2013","3","A4304","1","551","A4304_2013_3 Introduction to Housing - Freeman.pdf"
"235","2013","3","A4208","1","527","A4208_2013_3 Planning Techniques - King.pdf"
"280","2012","3","A4515","1","607","A4515_001_2012_3 Network Culture_Varnelis.pdf"
"281","2013","3","A4515","1","607","A4515_2013_3 Network Culture The History of the Contemporary - Varnelis.pdf"
"282","2014","3","A4515","1","607","A4515_001_2014_3_Varnelis Network.pdf"
"272","2013","1","A4461","1","669","A4461_2013_1_Traditional Chinese Arch_LiuChang.pdf"
"273","2041","1","A4461","1","669","A4461_2041_1_Liu Change Trad Chinese Arch.pdf"
"293","2014","1","A4525","1","000","A4525_2014_1_Sanchez Simulation.pdf"
"294","2014","3","A4525","1","000","A4525_001_2014_3_Simulation as the Origin of Tangible Form.pdf"
"295","2015","1","A4525","1","000","A4525_001_2015_1_SIMULATION AS THE ORIGIN_Sanchez.pdf"
"296","2014","2","A4528","1","000","A4528_2014_2_DMUD Duong.pdf"
"297","2013","1","A4529","1","000","A4529_001_2013_1 Colonial Post Colonial_Wright.pdf"
"298","2013","1","A4534","1","000","A4534_001_2013_1 Techniques of the Ultrareal_Lotfi Jam.pdf"
"303","2013","3","A4535","1","000","A4535_2013_3 FuDD FA'13_Syllabus.pdf"
"311","2014","3","A4560","1","000","A4560_001_2014_3_Segal Professional.pdf"
"312","2014","3","A4560","2","000","A4560_002_2014_3_Segal Professional.pdf"
"314","2013","3","A4577","1","000","A4577_2013_3 Introduction to Geographic Information Systems - Braden.pdf"
"319","2012","3","A4598","1","000","A4598_001_2012_3 Modern Housing_Wright.pdf"
"320","2013","3","A4598","1","000","A4598_001_2013_3 Modern Housing Wright.pdf"
"321","2014","3","A4598","1","000","A4598_001_2014_3_Modern Housing Wright.pdf"
